"","date","season","holiday","snowfall","rainfall","rent_count","temperature","humidity","wind_speed","visibility","dewpoint_temp","solar_radiation","rep_count","season_no"
"184",2018-06-02,"Summer","No Holiday",0,0,30693,22.7,43.5,1.75,17660,9.9,0.505,1977,2
"185",2018-06-03,"Summer","No Holiday",0,0,29761,23.6,36,1.6,18780,8.35,0.505,1923,2
"186",2018-06-04,"Summer","No Holiday",0,0,33257,22.95,46.5,1.6,17950,10.2,0.29,1899,2
"187",2018-06-05,"Summer","No Holiday",0,0,33424,23.4,51,1.5,13580,12.65,0.445,1975,2
"188",2018-06-06,"Summer","Holiday",0,0,30498,22.5,59.5,2.2,9360,15.25,0.485,2121,2
"189",2018-06-07,"Summer","No Holiday",0,0,32002,21.2,70,1.9,6185,16,0.27,2151,2
"190",2018-06-08,"Summer","No Holiday",0,0,35103,21.2,70,2,11250,15.25,0.38,2044,2
"191",2018-06-09,"Summer","No Holiday",0,0.5,25911,23.05,62,1.4,14245,14.55,0.12,2122,2
"192",2018-06-10,"Summer","No Holiday",0,0.5,29342,21.1,56,1.35,20000,13,0.08,1902,2
"193",2018-06-11,"Summer","No Holiday",0,4,24832,19.8,60,1.3,20000,12.05,0.095,1717,2
"194",2018-06-12,"Summer","No Holiday",0,1,34544,20.85,64.5,1.15,19965,14.1,0.54,1726,2
"195",2018-06-13,"Summer","No Holiday",0,0,36149,21.95,64.5,1.4,14410,14.3,0.435,1917,2
"196",2018-06-14,"Summer","No Holiday",0,29,23818,21.15,72,1,9210,16.2,0.035,2326,2
"197",2018-06-15,"Summer","No Holiday",0,16.5,33492,21.2,55.5,1.4,20000,13.3,0.575,1931,2
"198",2018-06-16,"Summer","No Holiday",0,0,34360,22.45,57,1.45,19485,10.9,0.52,1808,2
"199",2018-06-17,"Summer","No Holiday",0,0,32487,22.6,66.5,1.15,7875,16.2,0.405,2236,2
"200",2018-06-18,"Summer","No Holiday",0,0,27541,24.25,54.5,1.35,9415,15.2,0.465,2191,2
"201",2018-06-19,"Summer","No Holiday",0,0,35349,22,62.5,1.6,11965,14.45,0.3,1983,2
"202",2018-06-20,"Summer","No Holiday",0,0,34639,21.35,72,2.7,8265,16.05,0.36,2090,2
"203",2018-06-21,"Summer","No Holiday",0,0,34621,23.3,59,2.1,10095,14.95,0.415,2285,2
"204",2018-06-22,"Summer","No Holiday",0,0,34079,24.2,34,1.4,16925,10.45,0.49,2131,2
"205",2018-06-23,"Summer","No Holiday",0,0,31949,24.05,45,2,18450,9.65,0.29,2048,2
"206",2018-06-24,"Summer","No Holiday",0,0,27028,24.2,69.5,1.9,6895,17.05,0.305,2221,2
"207",2018-06-25,"Summer","No Holiday",0,0,32702,27.3,55,0.95,9295,17.25,0.345,1987,2
"208",2018-06-26,"Summer","No Holiday",0,71.5,5200,22.9,94,1.45,3500,19.85,0.03,2187,2
"209",2018-06-27,"Summer","No Holiday",0,1,29755,22.5,80,1.9,6170,18.9,0.15,1715,2
"210",2018-06-28,"Summer","No Holiday",0,26.5,21647,22.35,84,0.95,9135,20.2,0.125,1386,2
"211",2018-06-29,"Summer","No Holiday",0,6.5,30297,24.3,78,1.55,5775,20.4,0.19,1944,2
"212",2018-06-30,"Summer","No Holiday",0,14.5,20479,24.05,85,0.75,3825,20.85,0.09,1923,2
"213",2018-07-01,"Summer","No Holiday",0,81,3231,22.1,96,0.7,7825,20.9,0.045,1983,2
"214",2018-07-02,"Summer","No Holiday",0,61.5,5240,22.05,97,0.6,9055,21.45,0.075,1384,2
"215",2018-07-03,"Summer","No Holiday",0,0.6,29293,27.25,74,0.7,19450,22.1,0.455,645,2
"216",2018-07-04,"Summer","No Holiday",0,0,31781,26.75,67.5,1.85,19225,21.3,0.415,1175,2
"217",2018-07-05,"Summer","No Holiday",0,0.5,28182,24.8,73,1.1,13525,20.5,0.15,2003,2
"218",2018-07-06,"Summer","No Holiday",0,0,33676,23.4,58,1.9,20000,15.6,0.29,1929,2
"219",2018-07-07,"Summer","No Holiday",0,0,31076,23,51,1.6,20000,12.65,0.37,1875,2
"220",2018-07-08,"Summer","No Holiday",0,0,30080,24.2,51.5,1.45,20000,11.65,0.3,1970,2
"221",2018-07-09,"Summer","No Holiday",0,8.5,6191,20.65,82.5,1,19055,17.55,0.12,1915,2
"222",2018-07-10,"Summer","No Holiday",0,21.5,20641,23.65,86,0.55,19130,20.3,0.11,1362,2
"223",2018-07-11,"Summer","No Holiday",0,3.5,24135,27,80.5,0.95,12095,23.65,0.1,1088,2
"224",2018-07-12,"Summer","No Holiday",0,1,29428,26.65,80.5,1.55,13990,23.1,0.265,1590,2
"225",2018-07-13,"Summer","No Holiday",0,0,30088,26.95,78,2,16720,22.25,0.25,1770,2
"226",2018-07-14,"Summer","No Holiday",0,0,25814,27.7,69,2,16030,21.65,0.465,1931,2
"227",2018-07-15,"Summer","No Holiday",0,0,22790,27.8,73,1.65,15925,21.75,0.405,1868,2
"228",2018-07-16,"Summer","No Holiday",0,0,26823,28,64,1.6,17900,20.4,0.465,1613,2
"229",2018-07-17,"Summer","No Holiday",0,0,28435,27.7,66.5,1.65,14030,20.7,0.465,1660,2
"230",2018-07-18,"Summer","No Holiday",0,0,27896,27.6,67.5,1.5,9445,20.6,0.47,1860,2
"231",2018-07-19,"Summer","No Holiday",0,0,27820,28.4,63.5,1.75,15490,20.65,0.46,1841,2
"232",2018-07-20,"Summer","No Holiday",0,0,26699,29.3,62,1.35,12300,21.1,0.465,1848,2
"233",2018-07-21,"Summer","No Holiday",0,0,21283,29.9,54.5,1.35,16595,19.9,0.465,1799,2
"234",2018-07-22,"Summer","No Holiday",0,0,18563,31.95,50.5,1.45,18705,19.4,0.38,1594,2
"235",2018-07-23,"Summer","No Holiday",0,0,24890,30.9,52.5,1.8,19265,20.7,0.34,1274,2
"236",2018-07-24,"Summer","No Holiday",0,0,24635,30.65,60,1.35,16880,22,0.38,1435,2
"237",2018-07-25,"Summer","No Holiday",0,0,25918,29.55,66.5,2.5,14490,22.75,0.165,1691,2
"238",2018-07-26,"Summer","No Holiday",0,0,24915,29.45,70.5,1.3,10625,23.35,0.22,1726,2
"239",2018-07-27,"Summer","No Holiday",0,0,23275,30.1,73.5,1.7,9595,24.35,0.325,1763,2
"240",2018-07-28,"Summer","No Holiday",0,7.5,16880,29.05,78.5,1.15,9630,25,0.125,1730,2
"241",2018-07-29,"Summer","No Holiday",0,0,18190,30.85,47.5,1.35,19610,20.25,0.435,1332,2
"242",2018-07-30,"Summer","No Holiday",0,0,23695,32.25,50,1.2,20000,20,0.35,1188,2
"243",2018-07-31,"Summer","No Holiday",0,0,22897,32.15,50.5,1.2,20000,19.95,0.35,1312,2
"244",2018-08-01,"Summer","No Holiday",0,0,20712,32.95,60.5,1.45,19080,22.35,0.37,1510,2
"245",2018-08-02,"Summer","No Holiday",0,0,20693,33.1,52.5,1.55,17680,22.35,0.33,1450,2
"246",2018-08-03,"Summer","No Holiday",0,0,20794,32.15,56.5,1.65,16290,22.85,0.285,1394,2
"247",2018-08-04,"Summer","No Holiday",0,0,18363,30.2,58.5,2.3,18110,22,0.36,1406,2
"248",2018-08-05,"Summer","No Holiday",0,2,17415,29.2,76.5,2.7,15215,24.3,0.115,1394,2
"249",2018-08-06,"Summer","No Holiday",0,6.5,19171,29.95,74,1.45,12920,24.8,0.095,1345,2
"250",2018-08-07,"Summer","No Holiday",0,0,23806,29.95,65.5,1.05,19905,22.15,0.315,1266,2
"251",2018-08-08,"Summer","No Holiday",0,0,23880,29.95,68.5,2.05,16940,23.8,0.28,1461,2
"252",2018-08-09,"Summer","No Holiday",0,2,21644,28.55,79.5,1.65,15670,24.35,0.14,1600,2
"253",2018-08-10,"Summer","No Holiday",0,0,23833,30.7,56.5,1.05,20000,21.2,0.24,1502,2
"254",2018-08-11,"Summer","No Holiday",0,0,20009,31.3,54.5,1.5,20000,20.5,0.215,1489,2
"255",2018-08-12,"Summer","No Holiday",0,5,17498,29.55,57,1.55,20000,20.55,0.135,1397,2
"256",2018-08-13,"Summer","No Holiday",0,1,22827,30.15,65,1.2,14320,23.5,0.235,1319,2
"257",2018-08-14,"Summer","No Holiday",0,0,23836,31.15,59,1.35,20000,22.2,0.23,1316,2
"258",2018-08-15,"Summer","Holiday",0,1,18565,29.75,67,1,19505,22.25,0.14,1501,2
"259",2018-08-16,"Summer","No Holiday",0,0,25329,28.3,47.5,1.95,20000,20.4,0.25,1425,2
"260",2018-08-17,"Summer","No Holiday",0,0,28820,26.5,41.5,1.8,20000,11.5,0.285,1393,2
"261",2018-08-18,"Summer","No Holiday",0,0,26398,26.55,46.5,1.3,20000,13.1,0.23,1662,2
"262",2018-08-19,"Summer","No Holiday",0,0,24547,27.6,56,0.95,20000,15.6,0.165,1707,2
"263",2018-08-20,"Summer","No Holiday",0,0,26827,29.15,57.5,1.9,18655,18.9,0.11,1624,2
"264",2018-08-21,"Summer","No Holiday",0,5,25133,26.8,69.5,2.6,18935,20.75,0.145,1653,2
"265",2018-08-22,"Summer","No Holiday",0,0,26072,31.65,50.5,1,19920,19.9,0.205,1641,2
"266",2018-08-23,"Summer","No Holiday",0,2.5,15958,29.85,55,1.75,20000,20,0.02,1633,2
"267",2018-08-24,"Summer","No Holiday",0,8,11658,24.55,85,2.45,19925,22,0.045,1440,2
"268",2018-08-25,"Summer","No Holiday",0,0,27302,24.35,71.5,2.4,19235,18.75,0.175,1054,2
"269",2018-08-26,"Summer","No Holiday",0,2,19310,22.6,69,1.05,19875,17.4,0.095,1287,2
"270",2018-08-27,"Summer","No Holiday",0,19.5,14435,22.3,89.5,0.8,12010,21.2,0.06,1691,2
"271",2018-08-28,"Summer","No Holiday",0,95.5,9092,23.45,95.5,0.75,17310,22.1,0.005,1381,2
"272",2018-08-29,"Summer","No Holiday",0,43,9184,24.6,86.5,2.85,19655,22.2,0,1180,2
"273",2018-08-30,"Summer","No Holiday",0,9.5,20959,24.9,77.5,1.85,10520,22.2,0.02,1032,2
"274",2018-08-31,"Summer","No Holiday",0,0.1,27817,24.3,74.5,1.65,18475,19.4,0.095,1132,2
"275",2018-09-01,"Autumn","No Holiday",0,0,26010,25.55,53.5,1.3,19830,15.95,0.11,1559,3
"276",2018-09-02,"Autumn","No Holiday",0,0,26881,25.4,56,1.45,20000,14.25,0.105,1674,3
"277",2018-09-03,"Autumn","No Holiday",0,34.5,10802,23.9,82,0.9,19055,20.95,0.015,1746,3
"278",2018-09-04,"Autumn","No Holiday",0,0,29529,22.55,62,2.65,20000,17.35,0.105,1377,3
"279",2018-09-05,"Autumn","No Holiday",0,0,31114,23.75,64,2.15,20000,15.05,0.14,1320,3
"280",2018-09-06,"Autumn","No Holiday",0,0,27838,24.45,71,2.3,16175,18.55,0.07,1951,3
"281",2018-09-07,"Autumn","No Holiday",0,1.5,30381,21.45,51,2.55,19755,13.15,0.105,1838,3
"282",2018-09-08,"Autumn","No Holiday",0,0,29813,21.8,50,1.6,20000,9.9,0.105,1793,3
"283",2018-09-09,"Autumn","No Holiday",0,0,28354,22,54,1.2,20000,9.9,0.045,1825,3
"284",2018-09-10,"Autumn","No Holiday",0,0,30781,22.4,49,1.6,20000,11.7,0.07,1734,3
"285",2018-09-11,"Autumn","No Holiday",0,0,31694,21.75,49.5,1.4,20000,9.9,0.05,1781,3
"286",2018-09-12,"Autumn","No Holiday",0,0,31809,22.65,55,1.3,20000,12.35,0.065,1904,3
"287",2018-09-13,"Autumn","No Holiday",0,0,30991,22.75,63,1.3,20000,15.5,0.03,1935,3
"288",2018-09-14,"Autumn","No Holiday",0,0.5,28199,23.65,67,1.25,20000,16.6,0.05,1930,3
"289",2018-09-15,"Autumn","No Holiday",0,0.2,25079,23.2,78,0.95,20000,18.5,0.025,1845,3
"290",2018-09-16,"Autumn","No Holiday",0,2,14178,22.4,86.5,1.7,5590,19.55,0.015,1935,3
"291",2018-09-17,"Autumn","No Holiday",0,0.1,30290,21.15,65.5,1.9,17105,14.65,0.055,1387,3
"292",2018-09-18,"Autumn","No Holiday",0,0,0,21.95,62.5,1.25,18860,13.7,0.055,1400,3
"293",2018-09-19,"Autumn","No Holiday",0,0.2,0,21.6,62,0.9,17780,14.1,0.015,1170,3
"294",2018-09-20,"Autumn","No Holiday",0,5,14282,19.05,79.5,1.7,17495,15.35,0,259,3
"295",2018-09-21,"Autumn","No Holiday",0,18,18266,19.1,82,1.35,20000,16.9,0.01,641,3
"296",2018-09-22,"Autumn","No Holiday",0,6.5,26398,19.6,64,1.25,18890,12.25,0.03,1178,3
"297",2018-09-23,"Autumn","Holiday",0,0,20060,18.8,55.5,1.2,20000,10.25,0.005,1425,3
"298",2018-09-24,"Autumn","Holiday",0,0,17259,17.1,50.5,2.15,20000,5.5,0.015,1435,3
"299",2018-09-25,"Autumn","Holiday",0,0,23350,17.85,48.5,1,20000,5.9,0.015,1211,3
"300",2018-09-26,"Autumn","No Holiday",0,0,28018,18.5,46,1.75,20000,7.9,0.015,1269,3
"301",2018-09-27,"Autumn","No Holiday",0,0,30789,18.3,48,1.35,20000,6.75,0.015,1518,3
"302",2018-09-28,"Autumn","No Holiday",0,0,0,17.25,56,1.35,20000,8.65,0.02,1769,3
"303",2018-09-29,"Autumn","No Holiday",0,0,31447,19.7,54.5,1,20000,10.45,0.01,1116,3
"304",2018-09-30,"Autumn","No Holiday",0,0,0,17.4,56.5,2.15,20000,9.6,0.015,934,3
"305",2018-10-01,"Autumn","No Holiday",0,0,27909,14.75,56,2.75,20000,5.15,0.015,1158,3
"306",2018-10-02,"Autumn","No Holiday",0,0,0,15.85,65.5,1.75,19210,7.8,0.01,858,3
"307",2018-10-03,"Autumn","Holiday",0,0,30349,17.1,60,1.2,19720,8.7,0.01,1040,3
"308",2018-10-04,"Autumn","No Holiday",0,0,0,19.6,57.5,1.4,20000,9.1,0.005,948,3
"309",2018-10-05,"Autumn","No Holiday",0,35.5,4522,16.9,89.5,1.75,12865,14.5,0,1283,3
"310",2018-10-06,"Autumn","No Holiday",0,56.5,16037,17.25,89,2.3,19995,15.05,0,531,3
"311",2018-10-07,"Autumn","No Holiday",0,0,27614,16.1,51,1.6,19990,8.1,0.015,894,3
"312",2018-10-08,"Autumn","No Holiday",0,0,29362,14.7,46.5,1.05,20000,3,0.005,1408,3
"313",2018-10-09,"Autumn","Holiday",0,0,0,16.5,52.5,1.05,20000,4.75,0,1743,3
"314",2018-10-10,"Autumn","No Holiday",0,7,24410,12.9,52.5,2.75,19995,2.15,0,1066,3
"315",2018-10-11,"Autumn","No Holiday",0,0,24526,9.05,50.5,1.8,20000,-0.95,0.005,785,3
"316",2018-10-12,"Autumn","No Holiday",0,0,26237,10.75,56.5,1.2,19975,0.9,0.005,1506,3
"317",2018-10-13,"Autumn","No Holiday",0,0,25542,12.15,56,1.1,13485,3.3,0.005,1659,3
"318",2018-10-14,"Autumn","No Holiday",0,0,24349,13.4,60.5,1.15,11240,3.6,0.005,1705,3
"319",2018-10-15,"Autumn","No Holiday",0,0,26198,14.45,75.5,1.45,8100,8.8,0,1756,3
"320",2018-10-16,"Autumn","No Holiday",0,0,26956,13.95,63,1.15,14465,4.7,0,1640,3
"321",2018-10-17,"Autumn","No Holiday",0,0,26502,11.85,54.5,1.15,18220,1.4,0,1680,3
"322",2018-10-18,"Autumn","No Holiday",0,0,26504,12.1,60,1,20000,4.45,0,1621,3
"323",2018-10-19,"Autumn","No Holiday",0,0,27437,12.8,56,1.5,20000,3,0,1599,3
"324",2018-10-20,"Autumn","No Holiday",0,0,25355,12.85,56.5,1.15,17480,3.6,0,1676,3
"325",2018-10-21,"Autumn","No Holiday",0,0,23906,12.6,54,1.15,16275,2.95,0,1678,3
"326",2018-10-22,"Autumn","No Holiday",0,0,26075,13.05,53.5,0.85,9645,2.95,0,1693,3
"327",2018-10-23,"Autumn","No Holiday",0,5,21601,12,70.5,0.95,8500,7.45,0,1699,3
"328",2018-10-24,"Autumn","No Holiday",0,0,26418,11.85,69,1.15,14225,6.15,0,1608,3
"329",2018-10-25,"Autumn","No Holiday",0,0,27258,13.5,54.5,1,16450,4.35,0,1541,3
"330",2018-10-26,"Autumn","No Holiday",0,11,13377,12.6,71,1.2,16180,6.4,0,1772,3
"331",2018-10-27,"Autumn","No Holiday",0,0,18398,9,50,3.35,20000,-2.1,0,1346,3
"332",2018-10-28,"Autumn","No Holiday",0,5.5,11589,7.45,75,1.2,20000,5.2,0,1068,3
"333",2018-10-29,"Autumn","No Holiday",0,0,19877,6.25,58,2,20000,-0.35,0,1005,3
"334",2018-10-30,"Autumn","No Holiday",0,0,20822,7.55,52,1.5,20000,-4.65,0,1037,3
"335",2018-10-31,"Autumn","No Holiday",0,0,21545,7.15,58.5,1.8,19970,-0.9,0,1270,3
"336",2018-11-01,"Autumn","No Holiday",0,0,22964,8.2,57,1.25,18905,-1.25,0,1390,3
"337",2018-11-02,"Autumn","No Holiday",0,0,24077,10,56,1.2,14255,0.85,0,1452,3
"338",2018-11-03,"Autumn","No Holiday",0,0,0,10.5,62.5,1.2,10430,1.75,0,1549,3
"339",2018-11-04,"Autumn","No Holiday",0,0,20471,11.15,60,1.2,12555,1.7,0,1018,3
"340",2018-11-05,"Autumn","No Holiday",0,0,23472,11.7,75,1.1,6595,5.1,0,905,3
"341",2018-11-06,"Autumn","No Holiday",0,0,0,12.25,73,0.9,3915,6.2,0,1608,3
"342",2018-11-07,"Autumn","No Holiday",0,2,16525,12.65,77,1.15,5480,9.35,0,1168,3
"343",2018-11-08,"Autumn","No Holiday",0,46,1721,11.5,95,1.8,6900,10.35,0,898,3
"344",2018-11-09,"Autumn","No Holiday",0,19,0,11.4,71.5,3.05,9200,6.7,0,1046,3
"345",2018-11-10,"Autumn","No Holiday",0,0,18473,11.25,77,1.2,3915,6.95,0,569,3
"346",2018-11-11,"Autumn","No Holiday",0,0,13138,8.45,69,0.8,3670,3.5,0,883,3
"347",2018-11-12,"Autumn","No Holiday",0,0,21003,7.95,52.5,1.2,18155,-1.3,0,1101,3
"348",2018-11-13,"Autumn","No Holiday",0,0,21992,8.3,49.5,0.85,15935,-0.55,0,1116,3
"349",2018-11-14,"Autumn","No Holiday",0,0,22707,9.2,53.5,0.85,13645,0.95,0,1424,3
"350",2018-11-15,"Autumn","No Holiday",0,0,21502,8.65,55,1.05,9610,0.45,0,1518,3
"351",2018-11-16,"Autumn","No Holiday",0,0,20660,7.8,64,1.25,7025,1.05,0,1566,3
"352",2018-11-17,"Autumn","No Holiday",0,0,15689,4.55,45,1.35,16765,-5.5,0,1367,3
"353",2018-11-18,"Autumn","No Holiday",0,0,14319,6.9,49,0.9,17135,-5.2,0,1200,3
"354",2018-11-19,"Autumn","No Holiday",0,0,18956,5.95,51.5,1.05,10415,-1.55,0,1091,3
"355",2018-11-20,"Autumn","No Holiday",0,0,19127,8,38.5,1.6,18525,-8.45,0,1064,3
"356",2018-11-21,"Autumn","No Holiday",0,1.2,15732,6.5,53,0.85,18770,-2.6,0,1197,3
"357",2018-11-22,"Autumn","No Holiday",0,0,16496,2.55,38,2.55,20000,-11.7,0,1096,3
"358",2018-11-23,"Autumn","No Holiday",0,0,16314,2.05,29,1.3,20000,-14.4,0,977,3
"359",2018-11-24,"Autumn","No Holiday",787,10.9,6477,2.6,84.5,1.7,10460,0,0,1844,3
"360",2018-11-25,"Autumn","No Holiday",414,0,11212,4.1,81.5,0.95,4295,0.75,0,1864,3
"361",2018-11-26,"Autumn","No Holiday",29,0,17162,5.8,70.5,1.1,4675,1,0,1258,3
"362",2018-11-27,"Autumn","No Holiday",0,0,16282,6.5,73,1.2,3725,1.35,0,1290,3
"363",2018-11-28,"Autumn","No Holiday",0,0,16524,4.6,26,1.6,14640,-12.95,0,1119,3
"364",2018-11-29,"Autumn","No Holiday",0,0,16423,2.8,35.5,1,15440,-11.3,0,1095,3
"365",2018-11-30,"Autumn","No Holiday",0,0,16297,2,43,1.3,14100,-7.8,0,1096,3
